id,city,postcode,coord_X,coord_Y,dist,bearing,house_state_index,house_quality_index,floors,bedrooms,baths,basement,living_m2,lot_m2,living_vs_neighbors,lot_vs_neighbors,age_since_construction,age_since_renovation,POI_view,view_quality,month,dow,price
3639,Springfield,10045,11296.0869211904,-18611.6710393839,21771.446406,148.744943,Good,4,3,3,2.25,N,141,667,1.08,1.06,22,21,N,Very Poor,7,Wednesday,241514
3640,Springfield,10004,-14163.9753518685,13926.0788958597,19863.380155,-45.48523,Good,6,3,4,3.75,S,249,371,0.95,1,105,25,N,Good,6,Wednesday,702207
3641,Springfield,10027,-13271.3727301987,-23377.0603503384,26881.523111,-150.416023,Fair,4,3,4,2.5,N,180,576,0.94,0.87,25,25,N,Very Poor,6,Tuesday,244626
3642,Springfield,10037,-7555.0767329804,11245.3791109789,13547.609966,-33.894719,Good,5,2,3,2,S,195,391,1.01,0.67,86,86,N,Very Poor,3,Tuesday,759943
3643,Springfield,10046,10548.0752337382,18977.2937679063,21711.738067,29.066448,Fair,4,3,3,2.5,N,134,357,0.9,1.23,14,14,N,Very Poor,1,Friday,419193
3644,Springfield,10055,-16031.6801951115,17855.7159750542,23996.694832,-41.918949,Good,4,2,4,1.75,N,132,466,0.96,1,71,71,N,Very Poor,7,Tuesday,471694
3645,Springfield,10040,12212.399097082,12932.13324765,17787.1516,43.36042,Fair,5,3,4,2.5,N,224,664,1.03,1,22,22,N,Very Poor,9,Tuesday,535243
3646,Springfield,10034,-10609.106843119,26671.4166672237,28703.965145,-21.691211,Very Good,4,1,3,1.5,N,144,700,0.71,0.98,55,55,N,Very Poor,3,Tuesday,370683
3647,Springfield,10033,6085.51161971986,-21521.1103747963,22364.964642,164.21072,Fair,4,1,4,2,N,185,937,1.31,1,47,13,N,Very Poor,12,Wednesday,246368
3648,Springfield,10030,15529.3104168368,9115.31089604798,18006.897977,59.588148,Fair,6,3,4,2.75,N,260,676,0.99,1,12,11,N,Very Poor,12,Tuesday,613853
3649,Springfield,10018,-1320.53475134177,-10839.8978669171,10920.036529,-173.054355,Fair,4,1,3,1.75,N,137,969,0.84,1.39,27,27,N,Very Poor,10,Thursday,231918
3650,Springfield,10011,7441.37887629722,-17672.8058161444,19175.562182,157.165802,Poor,1,1,2,1,N,92,3716,0.63,4.45,70,70,N,Very Poor,6,Thursday,105662
3651,Springfield,10046,11983.8311605577,14443.7566446146,18767.906524,39.682133,Fair,5,2,3,2.5,N,240,19936,1,3.06,69,29,N,Very Poor,12,Monday,352343
3652,Springfield,10038,2523.41986964237,-488.651790505869,2570.297339,100.959489,Fair,5,3,4,2.5,N,209,699,1.14,1,26,26,N,Very Poor,6,Thursday,386933
3653,Springfield,10054,-12388.9468029843,546.784817482938,12401.007077,-87.472897,Fair,4,1,4,1.75,S,207,443,2.38,1,98,98,N,Very Poor,8,Thursday,350490
3654,Springfield,10012,2290.23846454662,17845.2375344279,17991.600676,7.313301,Fair,5,1,3,2.25,S,152,800,0.93,0.91,28,28,N,Very Poor,2,Wednesday,509730
3655,Springfield,10050,-1314.77605724736,14720.6719452267,14779.269894,-5.103827,Fair,9,3,4,4.5,N,420,1198,2.06,1.51,18,18,N,Fair,11,Friday,1599411
3656,Springfield,10018,566.122451914685,-12696.7060384588,12709.320944,177.446979,Good,4,1,4,1.75,S,132,700,0.95,1.04,35,35,N,Very Poor,11,Monday,237196
3657,Springfield,10025,-11745.6428165347,20780.7763854113,23870.500463,-29.475861,Fair,4,1,3,1.5,S,144,461,1.66,1,36,35,N,Very Poor,7,Wednesday,314707
3658,Springfield,10038,4333.94111580134,-4134.31309111653,5989.623555,133.649577,Fair,5,3,4,2.5,N,224,463,0.88,0.91,1,0,N,Very Poor,11,Tuesday,442741
3659,Springfield,10034,-8435.25586963892,26356.5385838363,27673.465047,-17.746966,Fair,4,3,3,2.25,N,210,1588,0.96,1.15,25,25,N,Very Poor,5,Wednesday,531752
3660,Springfield,10031,-7848.78298633442,16438.0345380246,18215.717769,-25.523401,Very Good,4,1,2,1,N,91,339,0.6,0.99,105,104,N,Very Poor,4,Tuesday,504109
3661,Springfield,10046,9047.31400900222,18496.6777627829,20590.798407,26.064729,Fair,7,3,4,3.25,N,363,3811,2.25,3.48,24,24,N,Very Poor,8,Tuesday,687136
3662,Springfield,10022,-13902.6692456843,28924.3162268712,32092.059475,-25.671583,Fair,5,1,3,2.5,S,213,1721,0.93,1,54,54,N,Very Poor,12,Wednesday,508988
3663,Springfield,10019,-15545.5435226618,3011.43624528448,15834.540463,-79.036625,Fair,4,1,2,1.75,S,143,722,1.13,1.55,74,73,N,Very Poor,3,Tuesday,372362
3664,Springfield,10008,-9121.08881447607,19330.6758219555,21374.500904,-25.260062,Fair,4,1,4,2,N,145,487,1.2,1,57,57,N,Very Poor,4,Friday,396429
3665,Springfield,10051,-10614.4299227829,-17712.4005682878,20649.34034,-149.067199,Fair,6,1,3,2.5,S,279,998,1.04,0.94,40,25,Y,Very Good,10,Thursday,723396
3666,Springfield,10049,-787.866093530745,22103.2039154302,22117.241155,-2.041437,Fair,4,1,3,1,N,137,906,1.13,1,52,52,N,Very Poor,12,Monday,418054
3667,Springfield,10045,9557.57841576376,-18214.5159559303,20569.781153,152.312963,Fair,5,3,4,2.5,N,199,659,1.34,0.99,23,23,N,Very Poor,4,Thursday,307754
3668,Springfield,10046,12644.8884025611,21416.4132718854,24870.785274,30.558868,Fair,5,1,2,1.75,N,134,433,0.86,0.94,7,7,N,Fair,1,Wednesday,391927
3669,Springfield,10026,-14033.9708385222,5486.97328100102,15068.484107,-68.645597,Fair,5,3,2,2.5,S,131,119,1,0.5,6,5,N,Very Poor,2,Friday,351251
3670,Springfield,10033,6542.52376782872,-24611.3389411377,25466.107314,165.113148,Fair,4,3,4,2.5,S,280,16680,1.16,0.98,27,26,N,Very Poor,4,Wednesday,350498
3671,Springfield,10023,1019.64732183715,-16309.9419341256,16341.783457,176.4227,Good,4,1,3,2,S,177,746,1.07,1.09,34,33,N,Very Poor,10,Thursday,241228
3672,Springfield,10031,-6572.18621430277,16225.2065601907,17505.74076,-22.050913,Fair,6,3,3,2.75,S,222,520,0.71,1.02,77,77,N,Very Good,7,Monday,1024089
3673,Springfield,10025,-12645.6375983384,21071.7414133741,24574.996164,-30.96894,Good,3,1,3,1.75,N,152,424,1.03,0.91,98,97,N,Very Poor,9,Monday,388429
3674,Springfield,10055,-15578.4352945681,18866.2671304421,24466.787318,-39.547496,Good,3,1,2,1,N,80,361,0.7,0.91,99,99,N,Very Poor,6,Tuesday,369705
3675,Springfield,10029,-15306.472353657,8058.4851106651,17298.187136,-62.234287,Fair,5,5,3,2.5,N,162,119,1,0.98,8,8,N,Fair,4,Monday,511884
3676,Springfield,10039,-2067.77488573771,9928.89944298364,10141.929655,-11.764164,Good,8,3,5,3.5,S,544,2127,1.81,1.2,37,37,N,Fair,6,Wednesday,1496341
3677,Springfield,10036,-14878.8975209187,-1270.78679027835,14933.067016,-94.881709,Fair,5,3,3,3.5,N,281,1072,1.29,1.09,44,4,N,Fair,12,Thursday,615431
3678,Springfield,10003,-2812.54895132977,24705.5595235745,24865.138306,-6.494748,Fair,5,3,4,2.5,N,280,1061,1.07,1.01,11,11,N,Very Poor,1,Friday,612748
3679,Springfield,10012,5292.1616895491,19681.730310148,20380.811646,15.050122,Fair,4,1,3,1,N,121,546,1,0.76,47,47,N,Very Poor,4,Thursday,293588
3680,Springfield,10002,2829.00405810144,-9360.68146906458,9778.835387,163.184027,Fair,4,3,5,2.5,N,243,433,1.12,1.02,11,11,N,Very Poor,8,Friday,279356
3681,Springfield,10047,7035.30740874279,5885.73222287636,9172.643792,50.084176,Fair,8,3,4,4.5,S,490,1134,1.56,1.23,36,36,Y,Very Good,12,Tuesday,2290312
3682,Springfield,10031,-7773.852977669,16304.5135138241,18062.944141,-25.491408,Good,4,2,4,2,S,175,481,1.05,1.07,74,73,N,Very Poor,8,Tuesday,592339
3683,Springfield,10037,-8233.0620824658,10245.6495657632,13143.692262,-38.784197,Fair,4,1,4,2,S,139,340,0.96,0.99,109,109,N,Very Poor,1,Wednesday,413223
3684,Springfield,10005,4847.4136668276,12888.0121968507,13769.46904,20.612185,Fair,4,1,3,1,N,114,724,0.86,1.02,53,53,N,Very Poor,8,Wednesday,357531
3685,Springfield,10028,-11263.3431637835,-1579.04895990863,11373.490882,-97.980491,Good,3,1,2,1,S,98,581,0.8,0.5,72,72,N,Very Poor,4,Wednesday,184807
3686,Springfield,10037,-9060.19620240055,10202.4012560264,13644.638017,-41.606533,Fair,3,1,2,1,N,63,447,0.42,1,99,99,N,Very Poor,9,Tuesday,322083
3687,Springfield,10027,-14106.017439526,-24553.5953787401,28317.110976,-150.122673,Good,5,3,4,2.25,N,180,673,1.02,1,35,34,N,Very Poor,11,Tuesday,192684
3688,Springfield,10021,13961.8822279345,4163.73298430457,14569.517072,73.39429,Fair,4,3,3,2.5,N,134,201,1,0.98,10,10,N,Very Poor,2,Tuesday,355998
3689,Springfield,10027,-14631.6246322776,-23006.9488269799,27265.438447,-147.545049,Fair,4,1,4,1.75,S,199,760,1.05,1.07,48,48,N,Very Poor,9,Tuesday,257996
3690,Springfield,10011,4645.35873731254,-16686.1986145596,17320.755815,164.443049,Fair,5,3,4,2.5,N,233,443,0.93,1,13,13,N,Very Poor,4,Thursday,264707
3691,Springfield,10052,-9342.23056184353,21866.0373413758,23778.159325,-23.134521,Fair,4,2,3,1,N,113,743,0.9,0.99,49,48,N,Very Poor,5,Monday,408879
3692,Springfield,10048,1611.81890705372,27262.3689409809,27309.974743,3.38353,Very Good,4,1,3,1,N,89,884,0.57,1.03,46,46,N,Very Poor,1,Wednesday,329099
3693,Springfield,10003,-4912.57601504961,24718.0717118638,25201.517261,-11.240737,Good,4,1,4,1,N,188,1691,1.32,1.52,61,61,N,Very Poor,3,Thursday,304312
3694,Springfield,10038,-338.794921996584,2479.3490387529,2502.389589,-7.781089,Fair,6,3,5,2.75,N,257,466,0.96,1,11,11,N,Very Poor,8,Thursday,602244
3695,Springfield,10050,-637.982983599246,20402.0606034395,20412.033195,-1.791085,Good,4,1,3,1.75,N,129,1087,1.32,1.35,49,49,N,Very Poor,3,Monday,395996
3696,Springfield,10020,-2609.51040820971,-24758.9276736411,24896.064832,-173.983424,Good,4,3,4,3,N,221,677,2.57,1,70,33,N,Very Poor,12,Monday,236669
3697,Springfield,10043,-9211.99401783537,9302.058170709,13091.566751,-44.721279,Fair,4,1,4,1.75,S,146,494,1.9,5.43,67,66,N,Very Poor,6,Monday,350699
3698,Springfield,10034,-10612.5982246821,24759.0298914725,26937.646561,-23.20169,Fair,4,1,3,1,N,102,753,0.76,1,65,64,N,Very Poor,8,Tuesday,211663
3699,Springfield,10038,3805.66637323077,-3111.82128601718,4915.946324,129.272216,Very Good,4,1,3,1,N,92,999,0.68,1,56,56,N,Very Poor,6,Wednesday,251344
3700,Springfield,10025,-11889.7682139872,23705.2371066908,26519.895446,-26.636839,Fair,4,1,3,0.75,N,116,672,1.04,1,69,69,N,Very Poor,4,Friday,311030
3701,Springfield,10038,4635.51183572498,-4234.14433038251,6278.212181,132.409033,Fair,5,3,4,2.5,N,247,521,1,1,2,2,N,Very Poor,6,Monday,478187
3702,Springfield,10049,-4313.44077892858,23539.0340054333,23930.98187,-10.384033,Fair,4,2,3,1,N,122,777,1,1,53,53,N,Very Poor,10,Friday,273243
3703,Springfield,10007,-2972.45822889928,5248.51663916958,6031.785377,-29.524723,Fair,7,3,5,3.75,N,331,940,2.02,1,1,1,N,Very Poor,9,Friday,1406428
3704,Springfield,10050,-1163.98269570269,17389.0494129171,17427.963025,-3.829534,Fair,6,3,3,2.5,N,182,348,0.94,0.94,20,20,N,Very Poor,2,Thursday,793612
3705,Springfield,10024,-6510.30926492198,4350.81354633165,7830.306842,-56.245352,Fair,4,3,3,2,N,128,325,0.85,0.9,44,44,N,Very Poor,9,Friday,241885
3706,Springfield,10034,-10459.9753435235,26215.2850325867,28225.028849,-21.752144,Fair,3,1,3,1.75,N,137,803,1,1.13,66,66,N,Very Poor,12,Friday,307962
3707,Springfield,10018,-339.664484255062,-12541.0733309689,12545.672252,-178.448571,Fair,4,3,3,2.5,N,160,343,1,1.05,24,24,N,Very Poor,6,Wednesday,225848
3708,Springfield,10012,5216.03911767803,20860.2176289845,21502.459013,14.038789,Fair,5,3,4,2.5,N,230,523,0.83,1.03,0,0,N,Very Poor,8,Monday,682673
3709,Springfield,10027,-13801.2093499286,-23587.0776283762,27328.073671,-149.667355,Good,3,1,3,1,N,90,894,1,1.22,49,49,N,Very Poor,6,Friday,185537
3710,Springfield,10049,-4389.32994839463,22382.7669354926,22809.087511,-11.095084,Fair,5,1,4,2.25,S,216,1313,1,1,52,51,N,Very Poor,4,Thursday,420732
3711,Springfield,10020,-2836.70243261893,-25336.9405584757,25495.24343,-173.611816,Very Good,3,1,3,1.75,N,122,680,1.3,1,55,55,N,Very Poor,3,Thursday,209437
3712,Springfield,10040,10036.2476570665,11015.6332928952,14902.02818,42.336379,Fair,4,1,3,2.25,S,169,902,1,1,38,38,N,Very Poor,3,Monday,365472
3713,Springfield,10026,-14485.5201298153,5465.83839850236,15482.431425,-69.326945,Fair,3,1,2,1.75,N,81,373,0.61,1,75,75,N,Very Poor,3,Sunday,361944
3714,Springfield,10049,-1162.72716135729,23670.9741448444,23699.513738,-2.81213,Fair,6,1,3,2,N,195,1473,1.15,1.81,24,24,N,Very Poor,11,Thursday,494577
3715,Springfield,10053,-338.769784303493,2912.95644740175,2932.589339,-6.633561,Good,5,3,3,2.25,N,135,206,0.78,0.88,29,29,N,Very Poor,5,Monday,404139
3716,Springfield,10037,-8908.7501809765,10902.6206557448,14079.522966,-39.252948,Fair,4,1,4,2,N,137,586,1,1.75,71,70,N,Very Poor,12,Friday,244053
3717,Springfield,10040,9135.57587002018,10080.2176242612,13604.026383,42.185625,Fair,7,3,4,2.5,N,298,1383,0.98,1,19,18,N,Very Poor,6,Wednesday,676255
3718,Springfield,10038,2524.27787262456,-2478.78538215471,3537.846202,134.479028,Fair,5,3,4,2.5,N,302,418,1.07,0.98,7,7,N,Very Poor,11,Tuesday,466346
3719,Springfield,10039,-2592.17003624545,14309.7209154232,14542.608369,-10.267644,Very Good,8,2,4,3,N,441,2013,1.52,1.17,39,39,N,Very Poor,12,Monday,1910368
3720,Springfield,10032,-4257.38815895586,-2511.13584679177,4942.788401,-120.533385,Fair,3,1,2,1,N,73,556,0.76,1,71,71,N,Very Poor,9,Friday,176066
3721,Springfield,10055,-15649.655646575,20300.7424985351,25632.63287,-37.628299,Good,4,1,3,1.5,S,176,487,1.05,1,72,72,N,Very Poor,3,Friday,494204
3722,Springfield,10025,-12945.5085884415,21216.9406905081,24854.471728,-31.389439,Fair,5,5,2,1.5,N,110,78,1,0.7,7,7,N,Very Poor,4,Friday,286647
3723,Springfield,10021,13883.3406465183,5542.20479213947,14948.684941,68.238204,Fair,5,3,3,2.5,N,175,420,0.88,0.88,23,23,N,Very Poor,3,Wednesday,467627
3724,Springfield,10049,-2063.46693532071,22081.2792331293,22177.483815,-5.338712,Fair,4,1,3,2.5,S,140,678,1.11,1,41,41,N,Very Poor,5,Monday,351821
3725,Springfield,10054,-12987.1271991938,2493.75866659674,13224.382979,-79.130495,Fair,4,1,4,2.75,S,179,661,1.05,1.11,24,24,N,Very Poor,4,Tuesday,220332
3726,Springfield,10046,12800.6232097763,18848.3849838521,22784.151752,34.181851,Fair,4,3,3,2.5,N,159,332,0.99,0.99,3,2,N,Very Poor,1,Friday,341915
3727,Springfield,10047,11872.394590955,-4702.02181405597,12769.603066,111.605875,Good,3,1,3,1.5,N,151,7675,0.97,0.41,66,65,N,Very Poor,5,Wednesday,263447
3728,Springfield,10012,5365.88491471589,21138.3152884779,21808.73894,14.243473,Fair,5,3,4,2.75,N,278,687,1,1.5,4,3,N,Very Poor,4,Monday,700839
3729,Springfield,10046,15440.3000117034,14329.5792803767,21065.130116,47.136727,Fair,5,1,3,1.75,N,176,9369,0.9,2,38,38,N,Good,4,Monday,484936
3730,Springfield,10039,-864.674541708575,10139.8444085262,10176.645159,-4.874102,Fair,5,1,4,1.75,S,196,743,1.03,1,61,61,N,Very Poor,9,Thursday,649422
3731,Springfield,10021,12829.9860336952,5484.20648545865,13952.958912,66.855605,Good,6,3,4,2.5,N,201,650,0.94,0.94,26,26,N,Very Poor,12,Monday,574589
3732,Springfield,10021,13436.2718273316,3617.70976923447,13914.784389,74.93051,Fair,5,3,3,2.5,N,178,286,0.99,0.88,15,15,N,Very Poor,4,Wednesday,524849
3733,Springfield,10056,-4956.16674565099,-26992.0650559536,27443.308197,-169.595491,Good,4,1,3,1.5,N,166,852,1.28,0.92,64,63,N,Very Poor,8,Monday,207535
3734,Springfield,10050,-412.86227317369,19701.5784088785,19705.903863,-1.200503,Good,7,3,3,2.5,S,299,803,1.23,1,26,26,N,Very Poor,8,Wednesday,767001
3735,Springfield,10033,1776.1403941468,-20278.8062427616,20356.440193,174.994463,Good,5,1,3,1.75,N,135,5733,0.64,0.75,40,40,N,Very Poor,4,Monday,322620
3736,Springfield,10020,-2458.67982838013,-25826.2869770498,25943.056981,-174.561793,Good,4,1,3,1.75,N,123,974,0.79,1.03,48,48,N,Very Poor,8,Thursday,220441
3737,Springfield,10042,-8464.98947550369,5854.27355337716,10292.160398,-55.332784,Fair,3,1,2,1,S,123,930,0.67,1.32,97,97,N,Very Poor,6,Monday,225236
3738,Springfield,10044,-8005.56134365429,11657.3567955275,14141.533859,-34.478904,Fair,6,3,4,2.5,S,259,636,1.95,1.1,24,23,N,Very Poor,3,Tuesday,773868
3739,Springfield,10029,-17342.0212688287,6474.25924616318,18511.124614,-69.527997,Fair,6,3,2,2.5,N,236,658,1.9,1,11,11,N,Very Poor,6,Thursday,830944
3740,Springfield,10007,-3575.63782692687,3347.64756433265,4898.155784,-46.886122,Fair,7,3,4,3,S,324,1246,1.11,1.04,37,36,N,Very Poor,8,Thursday,785577
3741,Springfield,10053,4328.63402924582,3036.84825998305,5287.67623,54.947577,Fair,8,3,5,4.5,N,476,4005,1.1,0.99,19,19,N,Very Poor,10,Friday,1407166
3742,Springfield,10035,-11298.9910351192,-20123.6832855959,23078.774391,-150.686779,Fair,6,1,3,2.5,N,219,1043,0.99,1,24,23,N,Fair,7,Wednesday,451976
3743,Springfield,10056,-6615.2986016039,-22065.3063384126,23035.622835,-163.310984,Fair,4,1,3,1.5,N,136,1394,0.97,1,49,49,N,Very Poor,7,Tuesday,204185
3744,Springfield,10038,7951.85324761007,-4141.63652535037,8965.775102,117.512265,Fair,3,1,3,1,N,104,938,1,1.15,53,52,N,Very Poor,4,Wednesday,267486
3745,Springfield,10035,-8436.89489116435,-27032.5757847303,28318.568978,-162.666803,Fair,5,3,3,2.5,N,195,668,0.9,0.83,27,27,N,Very Poor,10,Wednesday,264347
3746,Springfield,10039,-1615.95875376303,12330.3068887274,12435.746486,-7.466394,Good,4,1,3,1.75,N,159,796,0.82,0.82,63,63,N,Very Poor,4,Wednesday,870546
3747,Springfield,10020,-2606.94840959397,-18977.7198817364,19155.93986,-172.178296,Fair,4,3,2,2.25,N,98,267,0.71,1,1,0,N,Very Poor,3,Tuesday,196589
3748,Springfield,10006,-17392.2857946703,14846.5193403088,22867.241672,-49.515044,Fair,5,1,3,1.75,S,186,522,0.76,0.83,75,75,N,Poor,9,Wednesday,687581
3749,Springfield,10029,-15389.0385425194,5268.01946065601,16265.747333,-71.102753,Fair,5,3,3,3.25,S,127,85,1,0.8,9,9,N,Very Poor,11,Thursday,341603
3750,Springfield,10025,-12032.5668675698,27196.7605976563,29739.644457,-23.865867,Fair,4,5,3,2.5,N,191,300,1.01,0.45,8,8,N,Very Poor,9,Tuesday,376669
3751,Springfield,10025,-12494.6341028617,21493.9183205913,24861.705616,-30.169874,Fair,4,1,3,1,N,157,619,1.57,1.13,73,33,N,Very Poor,10,Tuesday,352267
3752,Springfield,10040,9430.70748470988,13560.7200508779,16517.607937,34.816411,Fair,6,3,4,2.25,N,196,1036,0.79,0.94,40,40,N,Very Poor,4,Friday,530181
3753,Springfield,10026,-14348.9828904455,-227.006263504133,14350.77844,-90.906365,Good,3,1,2,1,N,62,585,0.9,1,73,73,N,Very Poor,1,Tuesday,239312
3754,Springfield,10021,12453.148264172,5761.3469644032,13721.298063,65.172766,Fair,5,3,3,2.5,N,152,726,0.87,1.28,27,26,N,Very Poor,7,Wednesday,420513
3755,Springfield,10041,-15207.4357366556,17186.4003449967,22948.604718,-41.504101,Poor,3,2,3,3,N,172,465,1.37,2,115,115,N,Very Poor,4,Monday,858696
3756,Springfield,10046,12425.5238869085,18714.1515522524,22463.595264,33.582731,Fair,6,3,5,3.25,N,417,618,1.21,1,2,2,N,Very Poor,7,Wednesday,913072
3757,Springfield,10038,2223.01929767182,-2868.03910692377,3628.699921,142.220709,Fair,5,3,3,2.5,N,146,256,1.2,1.02,17,17,N,Very Poor,8,Monday,257970
3758,Springfield,10001,-12274.4056849229,19169.6879275139,22762.644182,-32.631551,Good,4,1,2,1,N,77,261,0.57,0.89,94,93,N,Very Poor,6,Wednesday,455553
3759,Springfield,10006,-15665.4961943191,14408.0084177481,21283.760889,-47.39436,Fair,5,2,5,1.75,S,217,558,1.08,1,78,78,N,Very Poor,4,Friday,726343
3760,Springfield,10048,3863.04012699499,23994.576596222,24303.554988,9.145932,Good,7,3,4,2.5,N,364,3821,1.04,1.12,26,25,N,Very Poor,4,Monday,847415
3761,Springfield,10045,10386.3142403926,-16878.9725448997,19818.557911,148.394334,Fair,4,1,3,2.25,S,162,509,1,0.73,18,18,N,Very Poor,10,Tuesday,235186
3762,Springfield,10047,13836.0579629639,-6298.70966860247,15202.310464,114.476867,Good,7,1,4,3.75,S,429,3741,1.52,0.98,36,36,N,Very Poor,6,Thursday,555192
3763,Springfield,10021,13735.7966428044,4285.49758192101,14388.801164,72.672348,Fair,6,3,3,2.5,N,212,322,0.98,0.96,8,7,N,Very Poor,6,Monday,572328
3764,Springfield,10051,-8795.78042897398,-14035.4038322555,16563.765094,-147.925235,Fair,4,1,3,1,N,172,854,1.06,0.75,57,56,N,Very Poor,11,Friday,232758
3765,Springfield,10055,-16255.3663966277,18423.3770272537,24569.447649,-41.422696,Good,6,3,4,2.25,S,221,453,1.34,1.07,67,67,N,Very Poor,11,Tuesday,769061
3766,Springfield,10021,13436.6040338127,3473.1739848241,13878.229912,75.507067,Fair,5,3,3,3.25,S,164,172,1.25,1.34,11,10,N,Very Poor,8,Thursday,394101
3767,Springfield,10035,-10694.545278569,-20224.8740834742,22878.348507,-152.130929,Good,5,1,3,1.5,N,141,1045,0.72,0.93,56,56,N,Very Poor,12,Friday,301023
3768,Springfield,10005,5449.33911127429,12143.6160335099,13310.248199,24.167732,Very Good,4,1,4,1.75,N,162,717,1,0.95,48,48,N,Very Poor,6,Tuesday,528858
3769,Springfield,10023,-2680.85868663911,-15353.2864326433,15585.583325,-170.09536,Good,4,1,3,1.5,N,126,730,0.71,1,48,48,N,Very Poor,8,Friday,229729
3770,Springfield,10012,3266.54906257341,17589.9796072523,17890.716178,10.520276,Fair,5,3,4,3.5,S,233,287,1.22,0.94,8,8,N,Very Poor,7,Wednesday,529801
3771,Springfield,10005,4699.49697896174,9919.30624199986,10976.242899,25.350319,Fair,4,1,3,1.75,N,170,685,1.14,0.96,58,58,N,Very Poor,3,Tuesday,479347
3772,Springfield,10026,-14488.1934923534,4387.37767723479,15137.92699,-73.15241,Good,4,2,4,1.75,N,126,448,1.02,1,86,85,N,Very Poor,7,Tuesday,349913
3773,Springfield,10050,-2139.62595827856,19023.7323052145,19143.677548,-6.417169,Fair,7,3,4,5,S,541,692,1.93,1.03,11,11,N,Very Poor,9,Tuesday,1652080
3774,Springfield,10019,-15171.0426313209,2276.65230007076,15340.915234,-81.465556,Fair,4,1,2,1,N,109,608,0.76,0.91,102,102,N,Very Poor,7,Wednesday,251636
3775,Springfield,10027,-13574.5454927712,-23676.5468704817,27291.888118,-150.17293,Good,3,1,3,1,N,84,238,0.81,1,38,38,N,Very Poor,9,Wednesday,117942
3776,Springfield,10012,5293.63727401516,18058.441221822,18818.339325,16.33793,Fair,5,3,3,2.5,N,160,1083,0.91,1.13,28,16,N,Very Poor,9,Thursday,474897
3777,Springfield,10041,-16334.7514002337,16889.2520224507,23496.189844,-44.043836,Good,4,3,2,1,S,114,169,0.74,0.6,67,67,N,Very Poor,6,Saturday,329380
3778,Springfield,10009,9565.71672912345,22855.9469156027,24776.949892,22.710383,Good,7,3,4,2,N,316,1492,0.86,1.05,29,29,N,Very Poor,2,Wednesday,736248
3779,Springfield,10041,-13781.9093534092,16615.8163289176,21587.644098,-39.673847,Fair,5,3,3,2.25,S,142,129,0.9,0.56,7,6,N,Very Poor,10,Wednesday,438700
3780,Springfield,10028,-5766.96666865465,-5089.22691634766,7691.432582,-131.427726,Good,4,1,3,1.75,N,160,1216,0.94,1,53,53,N,Very Poor,7,Sunday,250420
3781,Springfield,10045,11350.2434938608,-7549.26761915454,13631.561501,123.628651,Fair,6,1,3,2.25,N,249,16317,0.84,0.82,10,9,N,Very Poor,9,Tuesday,557536
3782,Springfield,10051,-11057.4987514536,-12286.0706940923,16529.241112,-138.012697,Good,4,1,3,1,N,99,835,0.58,0.75,65,65,N,Very Poor,5,Wednesday,232905
3783,Springfield,10002,1924.0034494598,-10217.1281566819,10396.706067,169.335431,Fair,4,3,4,2.25,N,163,890,0.94,0.99,27,26,N,Very Poor,6,Monday,310266
3784,Springfield,10053,263.48058177874,3068.60658572241,3079.897465,4.907566,Good,5,1,3,2.25,S,186,1687,0.97,1.51,38,38,N,Very Poor,3,Wednesday,464377
3785,Springfield,10011,7289.59570936741,-17117.1062333178,18604.664238,156.932488,Very Good,3,1,2,1,N,72,483,0.67,0.98,46,46,N,Very Poor,8,Wednesday,154826
3786,Springfield,10037,-7855.65626408637,11334.7223619084,13790.839944,-34.724328,Fair,6,3,3,3.25,S,246,370,1,0.99,11,10,N,Very Poor,6,Friday,801291
3787,Springfield,10047,10580.6789356587,965.724205031104,10624.659523,84.784925,Good,4,1,3,1.75,N,96,834,0.59,0.82,47,46,N,Very Poor,7,Tuesday,335661
3788,Springfield,10008,-7771.49396471564,18072.3367998674,19672.454749,-23.268746,Good,4,2,2,1.5,N,117,616,0.59,1.39,88,87,N,Very Poor,11,Tuesday,465215
3789,Springfield,10009,8287.16664722329,25044.3361090873,26379.838934,18.309371,Fair,4,1,4,1.75,N,165,906,1.53,1,47,46,N,Very Poor,11,Thursday,309245
3790,Springfield,10028,-6444.76045641931,-4477.02957615837,7847.211681,-124.786836,Fair,4,3,2,1.5,N,169,824,1.27,0.95,94,94,N,Very Poor,6,Wednesday,181263
3791,Springfield,10007,-2595.62462528391,6538.04792532576,7034.439414,-21.653226,Good,5,1,4,1.75,N,221,1639,1,1.64,50,49,N,Very Poor,3,Monday,811534
3792,Springfield,10023,-566.58863837379,-17532.9605558993,17542.113001,-178.149095,Fair,4,3,4,2.5,N,172,561,0.99,1,24,24,N,Very Poor,12,Wednesday,244676
3793,Springfield,10008,-9645.97522890312,19698.4299988966,21933.375995,-26.09018,Good,5,1,2,1,S,119,467,0.83,0.79,64,64,N,Fair,12,Friday,373603
3794,Springfield,10045,11368.9369028329,-17210.687269751,20626.693448,146.552276,Fair,4,3,3,2.25,N,154,790,0.84,1,21,21,N,Very Poor,3,Thursday,297560
3795,Springfield,10045,12730.0468578042,-17841.6107299866,21917.508217,144.49202,Fair,4,3,3,2.5,N,157,464,0.92,1.05,13,13,N,Very Poor,10,Tuesday,261538
